timestamp_utc,username,event_source,auth_type,source_ip,country,result,failure_reason,is_injected_anomaly
2026-02-10T09:38:56+00:00,dave,linux-sshd,password,192.168.40.180,GB,SUCCESS,,false
2026-02-08T08:45:08+00:00,bob,windows-ad,password,10.10.20.234,US,SUCCESS,,false
2026-02-10T15:52:10+00:00,alice,windows-ad,password,192.168.10.4,US,SUCCESS,,false
2026-02-08T13:02:18+00:00,alice,windows-ad,password,192.168.10.241,US,SUCCESS,,false
2026-02-06T13:57:18+00:00,alice,windows-ad,password,192.168.10.13,US,SUCCESS,,false
2026-02-08T05:40:48+00:00,svc_backup,linux-sshd,mfa_push,10.99.0.100,US,SUCCESS,,false
2026-02-06T13:59:51+00:00,svc_backup,linux-sshd,ssh_key,10.99.0.9,US,SUCCESS,,false
2026-02-05T03:24:53+00:00,svc_backup,windows-ad,password,10.99.0.98,US,SUCCESS,,false
2026-02-05T15:11:49+00:00,alice,vpn-gateway,password,192.168.10.161,US,SUCCESS,,false
2026-02-06T00:26:43+00:00,svc_backup,linux-sshd,ssh_key,10.99.0.252,US,SUCCESS,,false
2026-02-07T03:57:41+00:00,alice,windows-ad,password,192.168.10.209,US,SUCCESS,,false
2026-02-06T15:21:25+00:00,carol,linux-sshd,password,192.168.30.102,CA,SUCCESS,,false
2026-02-08T10:43:31+00:00,carol,vpn-gateway,ssh_key,10.10.30.66,CA,SUCCESS,,false
2026-02-09T11:04:05+00:00,svc_backup,vpn-gateway,password,10.99.0.131,US,SUCCESS,,false
2026-02-10T05:20:36+00:00,svc_backup,linux-sshd,password,10.99.0.60,US,SUCCESS,,false
2026-02-05T09:38:02+00:00,alice,linux-sshd,mfa_push,10.10.10.133,US,SUCCESS,,false
2026-02-07T09:15:11+00:00,carol,linux-sshd,ssh_key,192.168.30.181,US,SUCCESS,,false
2026-02-09T09:38:27+00:00,dave,windows-ad,password,192.168.40.213,GB,SUCCESS,,false
2026-02-05T02:03:44+00:00,svc_backup,windows-ad,password,10.99.0.101,US,SUCCESS,,false
2026-02-04T10:00:09+00:00,carol,windows-ad,mfa_push,10.10.30.234,CA,SUCCESS,,false
2026-02-08T09:22:42+00:00,dave,windows-ad,password,10.10.40.35,GB,SUCCESS,,false
2026-02-07T15:45:34+00:00,svc_backup,linux-sshd,mfa_push,10.99.0.16,US,SUCCESS,,false
2026-02-10T13:20:30+00:00,alice,windows-ad,password,192.168.10.184,US,SUCCESS,,false
2026-02-10T12:15:19+00:00,bob,windows-ad,password,192.168.20.114,US,SUCCESS,,false
2026-02-04T14:38:17+00:00,carol,linux-sshd,password,10.10.30.147,CA,SUCCESS,,false
2026-02-04T04:09:17+00:00,svc_backup,linux-sshd,password,10.99.0.89,US,SUCCESS,,false
2026-02-09T13:05:39+00:00,dave,windows-ad,password,10.10.40.234,GB,SUCCESS,,false
2026-02-07T17:20:00+00:00,alice,windows-ad,password,10.10.10.141,US,FAILURE,user_not_found,false
2026-02-10T11:17:10+00:00,svc_backup,windows-ad,password,10.99.0.215,US,SUCCESS,,false
2026-02-10T08:41:14+00:00,bob,vpn-gateway,password,192.168.20.169,US,SUCCESS,,false
2026-02-05T12:13:47+00:00,carol,windows-ad,ssh_key,192.168.30.213,CA,FAILURE,expired_password,false
2026-02-06T14:45:51+00:00,bob,linux-sshd,password,10.10.20.23,US,SUCCESS,,false
2026-02-05T14:53:39+00:00,bob,windows-ad,password,10.10.20.165,US,SUCCESS,,false
2026-02-07T12:52:38+00:00,dave,linux-sshd,password,10.10.40.103,GB,SUCCESS,,false
2026-02-10T07:37:56+00:00,bob,vpn-gateway,password,10.10.20.113,US,SUCCESS,,false
2026-02-07T17:39:35+00:00,svc_backup,windows-ad,password,10.99.0.123,CA,SUCCESS,,false
2026-02-06T11:36:56+00:00,carol,windows-ad,password,10.10.30.186,CA,SUCCESS,,false
2026-02-04T08:14:00+00:00,dave,linux-sshd,ssh_key,10.10.40.37,GB,SUCCESS,,false
2026-02-06T16:17:47+00:00,bob,windows-ad,password,10.10.20.127,US,SUCCESS,,false
2026-02-08T06:27:37+00:00,dave,windows-ad,password,10.10.40.252,GB,SUCCESS,,false
2026-02-05T22:55:44+00:00,svc_backup,linux-sshd,password,10.99.0.173,US,SUCCESS,,false
2026-02-04T22:26:43+00:00,svc_backup,linux-sshd,password,10.99.0.91,US,SUCCESS,,false
2026-02-08T06:58:58+00:00,carol,windows-ad,password,10.10.30.81,CA,SUCCESS,,false
2026-02-05T11:09:49+00:00,alice,vpn-gateway,password,192.168.10.214,US,SUCCESS,,false
2026-02-08T07:59:23+00:00,carol,linux-sshd,password,192.168.30.30,CA,SUCCESS,,false
2026-02-06T23:17:50+00:00,svc_backup,linux-sshd,mfa_push,10.99.0.175,US,SUCCESS,,false
2026-02-04T15:46:32+00:00,alice,linux-sshd,ssh_key,10.10.10.181,US,SUCCESS,,false
2026-02-09T12:18:53+00:00,alice,vpn-gateway,ssh_key,10.10.10.59,US,SUCCESS,,false
2026-02-05T12:23:26+00:00,alice,linux-sshd,password,192.168.10.32,US,SUCCESS,,false
2026-02-06T12:51:43+00:00,svc_backup,vpn-gateway,password,10.99.0.33,US,SUCCESS,,false
2026-02-09T10:12:54+00:00,bob,linux-sshd,ssh_key,192.168.20.117,DE,SUCCESS,,false
2026-02-08T12:12:12+00:00,dave,windows-ad,password,192.168.40.192,AU,SUCCESS,,false
2026-02-07T08:34:56+00:00,carol,linux-sshd,password,45.33.97.127,CN,FAILURE,bad_password,true
2026-02-08T09:09:53+00:00,alice,linux-sshd,ssh_key,192.168.10.140,CA,SUCCESS,,false
2026-02-09T09:42:07+00:00,carol,linux-sshd,ssh_key,10.10.30.43,CA,SUCCESS,,false
2026-02-10T11:47:35+00:00,dave,windows-ad,password,10.10.40.243,GB,SUCCESS,,false
2026-02-05T12:58:20+00:00,bob,windows-ad,mfa_push,10.10.20.55,US,SUCCESS,,false
2026-02-06T10:28:49+00:00,svc_backup,windows-ad,password,10.99.0.47,US,SUCCESS,,false
2026-02-07T12:42:49+00:00,carol,linux-sshd,password,10.10.30.190,CA,SUCCESS,,false
2026-02-10T15:22:21+00:00,dave,windows-ad,password,10.10.40.14,JP,FAILURE,bad_password,false
2026-02-05T13:41:04+00:00,carol,linux-sshd,password,192.168.30.162,CA,SUCCESS,,false
2026-02-08T07:50:10+00:00,dave,linux-sshd,password,10.10.40.41,GB,SUCCESS,,false
2026-02-10T06:17:44+00:00,dave,linux-sshd,password,10.10.40.36,GB,FAILURE,expired_password,false
2026-02-06T14:34:02+00:00,carol,linux-sshd,password,10.10.30.65,CA,SUCCESS,,false
2026-02-05T16:14:31+00:00,alice,windows-ad,password,192.168.10.43,JP,SUCCESS,,false
2026-02-07T02:42:31+00:00,alice,linux-sshd,password,10.10.10.154,US,SUCCESS,,false
2026-02-07T16:58:16+00:00,bob,windows-ad,password,10.10.20.86,US,SUCCESS,,false
2026-02-06T14:11:08+00:00,alice,vpn-gateway,ssh_key,192.168.10.217,US,SUCCESS,,false
2026-02-10T09:15:52+00:00,svc_backup,linux-sshd,password,10.99.0.139,US,SUCCESS,,false
2026-02-07T21:28:48+00:00,svc_backup,windows-ad,password,10.99.0.229,US,SUCCESS,,false
2026-02-06T10:11:30+00:00,carol,linux-sshd,password,192.168.30.244,CA,SUCCESS,,false
2026-02-06T08:35:49+00:00,bob,linux-sshd,password,10.10.20.95,US,SUCCESS,,false
2026-02-04T13:32:20+00:00,bob,windows-ad,password,10.10.20.237,US,SUCCESS,,false
2026-02-09T13:16:16+00:00,alice,windows-ad,ssh_key,10.10.10.29,US,SUCCESS,,false
2026-02-10T12:25:22+00:00,carol,linux-sshd,password,192.168.30.37,CA,SUCCESS,,false
2026-02-10T11:03:35+00:00,carol,linux-sshd,mfa_push,192.168.30.145,CA,SUCCESS,,false
2026-02-10T10:44:41+00:00,dave,windows-ad,password,192.168.40.232,GB,SUCCESS,,false
2026-02-10T17:10:09+00:00,carol,linux-sshd,password,10.10.30.100,CA,SUCCESS,,false
2026-02-05T12:00:01+00:00,carol,linux-sshd,password,10.10.30.71,CA,SUCCESS,,false
2026-02-05T18:12:25+00:00,svc_backup,vpn-gateway,password,10.99.0.187,US,SUCCESS,,false
2026-02-08T09:40:40+00:00,alice,linux-sshd,ssh_key,192.168.10.187,US,SUCCESS,,false
2026-02-06T04:08:56+00:00,svc_backup,linux-sshd,mfa_push,10.99.0.241,US,SUCCESS,,false
2026-02-06T09:07:39+00:00,dave,windows-ad,password,192.168.40.22,GB,SUCCESS,,false
2026-02-06T22:09:08+00:00,svc_backup,linux-sshd,password,10.99.0.160,US,SUCCESS,,false
2026-02-04T13:15:14+00:00,bob,windows-ad,password,10.10.20.248,US,SUCCESS,,false
2026-02-07T12:45:10+00:00,bob,linux-sshd,password,10.10.20.181,DE,SUCCESS,,false
2026-02-06T08:30:05+00:00,dave,windows-ad,ssh_key,10.10.40.32,GB,SUCCESS,,false
2026-02-09T14:37:19+00:00,carol,linux-sshd,password,10.10.30.39,CA,SUCCESS,,false
2026-02-10T08:51:55+00:00,bob,vpn-gateway,password,10.10.20.132,US,SUCCESS,,false
2026-02-06T09:27:33+00:00,svc_backup,vpn-gateway,password,10.99.0.106,US,SUCCESS,,false
2026-02-07T03:21:03+00:00,svc_backup,windows-ad,password,10.99.0.211,US,SUCCESS,,false
2026-02-05T21:18:06+00:00,svc_backup,linux-sshd,password,10.99.0.240,US,SUCCESS,,false
2026-02-08T06:16:28+00:00,svc_backup,linux-sshd,password,10.99.0.13,US,SUCCESS,,false
2026-02-06T12:28:00+00:00,carol,linux-sshd,password,10.10.30.90,CA,SUCCESS,,false
2026-02-06T18:19:05+00:00,carol,vpn-gateway,password,10.10.30.88,CA,SUCCESS,,false
2026-02-05T10:53:46+00:00,carol,windows-ad,password,10.10.30.71,CA,SUCCESS,,false
2026-02-06T01:53:59+00:00,carol,windows-ad,password,10.10.30.203,CA,SUCCESS,,false
2026-02-04T12:29:23+00:00,bob,linux-sshd,password,192.168.20.130,US,SUCCESS,,false
2026-02-07T12:32:46+00:00,dave,linux-sshd,password,10.10.40.150,GB,SUCCESS,,false
2026-02-10T16:25:27+00:00,carol,linux-sshd,password,10.10.30.21,CA,SUCCESS,,false
2026-02-05T16:02:57+00:00,bob,windows-ad,password,192.168.20.201,US,SUCCESS,,false
2026-02-05T13:54:33+00:00,dave,vpn-gateway,password,10.10.40.86,GB,SUCCESS,,false
2026-02-06T21:30:10+00:00,svc_backup,windows-ad,password,10.99.0.39,US,SUCCESS,,false
2026-02-09T12:55:32+00:00,bob,linux-sshd,ssh_key,10.10.20.81,US,SUCCESS,,false
2026-02-09T18:42:46+00:00,carol,linux-sshd,password,192.168.30.153,CA,SUCCESS,,false
2026-02-08T20:00:32+00:00,svc_backup,windows-ad,ssh_key,10.99.0.43,US,SUCCESS,,false
2026-02-04T14:43:21+00:00,carol,windows-ad,password,192.168.30.144,CA,SUCCESS,,false
2026-02-07T05:09:49+00:00,bob,linux-sshd,ssh_key,10.10.20.31,US,SUCCESS,,false
2026-02-08T09:31:25+00:00,alice,windows-ad,mfa_push,192.168.10.24,US,SUCCESS,,false
2026-02-09T09:20:44+00:00,bob,linux-sshd,password,192.168.20.55,US,SUCCESS,,false
2026-02-06T11:06:16+00:00,alice,linux-sshd,password,192.168.10.249,US,SUCCESS,,false
2026-02-09T09:48:54+00:00,dave,linux-sshd,password,10.10.40.28,FR,SUCCESS,,false
2026-02-08T01:10:54+00:00,svc_backup,vpn-gateway,ssh_key,10.99.0.67,US,SUCCESS,,false
2026-02-08T10:01:01+00:00,carol,windows-ad,password,10.10.30.105,CA,SUCCESS,,false
2026-02-04T10:03:25+00:00,alice,vpn-gateway,password,10.10.10.190,US,SUCCESS,,false
2026-02-09T10:42:07+00:00,alice,windows-ad,password,192.168.10.21,US,SUCCESS,,false
2026-02-05T05:07:52+00:00,svc_backup,vpn-gateway,mfa_push,10.99.0.98,GB,SUCCESS,,false
2026-02-10T13:36:38+00:00,bob,linux-sshd,ssh_key,10.10.20.175,US,SUCCESS,,false
2026-02-05T17:06:07+00:00,alice,windows-ad,mfa_push,192.168.10.54,US,SUCCESS,,false
2026-02-10T17:37:42+00:00,carol,windows-ad,password,10.10.30.130,CA,SUCCESS,,false
2026-02-08T13:56:13+00:00,alice,vpn-gateway,password,10.10.10.19,US,SUCCESS,,false
2026-02-09T12:40:23+00:00,bob,windows-ad,ssh_key,10.10.20.136,US,SUCCESS,,false
2026-02-03T08:34:35+00:00,dave,linux-sshd,password,192.168.40.64,GB,SUCCESS,,false
2026-02-05T10:55:39+00:00,dave,linux-sshd,password,10.10.40.248,GB,SUCCESS,,false
2026-02-04T13:21:45+00:00,dave,linux-sshd,password,192.168.40.157,GB,SUCCESS,,false
2026-02-06T21:24:23+00:00,svc_backup,linux-sshd,password,10.99.0.146,US,SUCCESS,,false
2026-02-04T10:01:00+00:00,alice,linux-sshd,password,10.10.10.31,US,SUCCESS,,false
2026-02-05T14:30:48+00:00,bob,windows-ad,ssh_key,192.168.20.142,US,SUCCESS,,false
2026-02-09T11:38:03+00:00,svc_backup,vpn-gateway,password,10.99.0.239,US,SUCCESS,,false
2026-02-10T16:45:35+00:00,alice,vpn-gateway,password,192.168.10.63,US,SUCCESS,,false
2026-02-09T12:47:14+00:00,carol,windows-ad,password,10.10.30.148,CA,FAILURE,user_not_found,false
2026-02-08T13:11:04+00:00,bob,linux-sshd,password,192.168.20.183,US,SUCCESS,,false
2026-02-06T07:17:26+00:00,dave,windows-ad,ssh_key,10.10.40.76,AU,SUCCESS,,false
2026-02-08T17:51:30+00:00,carol,windows-ad,ssh_key,192.168.30.207,CA,SUCCESS,,false
2026-02-10T13:51:21+00:00,bob,linux-sshd,ssh_key,10.10.20.92,CA,SUCCESS,,false
2026-02-10T14:02:49+00:00,dave,linux-sshd,password,192.168.40.232,GB,SUCCESS,,false
2026-02-06T14:41:10+00:00,bob,windows-ad,password,10.10.20.68,US,SUCCESS,,false
2026-02-10T14:57:25+00:00,svc_backup,vpn-gateway,password,10.99.0.81,US,SUCCESS,,false
2026-02-04T08:34:56+00:00,alice,vpn-gateway,password,198.51.100.31,JP,SUCCESS,,true
2026-02-09T09:02:22+00:00,carol,linux-sshd,password,192.168.30.150,CA,SUCCESS,,false
2026-02-08T07:51:13+00:00,bob,windows-ad,password,10.10.20.43,US,SUCCESS,,false
2026-02-05T13:02:31+00:00,alice,windows-ad,password,192.168.10.6,US,SUCCESS,,false
2026-02-07T15:21:41+00:00,bob,vpn-gateway,ssh_key,192.168.20.112,US,SUCCESS,,false
2026-02-09T06:35:04+00:00,dave,windows-ad,password,10.10.40.123,GB,SUCCESS,,false
2026-02-05T14:56:08+00:00,alice,linux-sshd,password,192.168.10.122,US,SUCCESS,,false
2026-02-04T17:50:33+00:00,svc_backup,vpn-gateway,password,10.99.0.127,US,SUCCESS,,false
2026-02-05T09:13:21+00:00,alice,windows-ad,mfa_push,192.168.10.190,US,SUCCESS,,false
2026-02-09T09:29:16+00:00,dave,windows-ad,password,10.10.40.222,GB,SUCCESS,,false
2026-02-05T22:55:53+00:00,carol,windows-ad,password,10.10.30.51,CA,SUCCESS,,false
2026-02-04T06:10:01+00:00,dave,vpn-gateway,password,10.10.40.158,US,SUCCESS,,false
2026-02-05T14:25:12+00:00,alice,vpn-gateway,password,10.10.10.30,US,SUCCESS,,false
2026-02-06T11:11:25+00:00,bob,linux-sshd,ssh_key,10.10.20.105,US,SUCCESS,,false
2026-02-06T01:09:01+00:00,svc_backup,windows-ad,password,10.99.0.35,US,SUCCESS,,false
2026-02-05T08:19:06+00:00,dave,linux-sshd,password,192.168.40.103,GB,SUCCESS,,false
2026-02-10T06:48:33+00:00,dave,vpn-gateway,password,192.168.40.42,GB,SUCCESS,,false
